MonthEnd,monthly_return,portfolio_value,n_start_positions,n_active_positions,n_carried_missing,n_terminal_zero,FiscalYear,RebalanceDate,Strategy,Experiment,Universe,Model,SectorScope,WindowYears
2025-05-31,0.0336462674860655,1.0338266967589829,18,18,0,0,2024,2025-03-31,gap_top_5pct,sp500_mse_all_w3,S&P500,mse,all,3
2025-06-30,0.0404126839849035,1.0756064083502603,18,18,0,0,2024,2025-03-31,gap_top_5pct,sp500_mse_all_w3,S&P500,mse,all,3
2025-07-31,-0.0088912616943493,1.066042910293499,18,18,0,0,2024,2025-03-31,gap_top_5pct,sp500_mse_all_w3,S&P500,mse,all,3
2025-08-31,0.0357448605286081,1.1041484654394516,18,18,0,0,2024,2025-03-31,gap_top_5pct,sp500_mse_all_w3,S&P500,mse,all,3
2025-09-30,0.0130191491517153,1.1185235389966453,18,18,0,0,2024,2025-03-31,gap_top_5pct,sp500_mse_all_w3,S&P500,mse,all,3
2025-10-31,-0.0063256122505667,1.1114481927958209,18,18,0,0,2024,2025-03-31,gap_top_5pct,sp500_mse_all_w3,S&P500,mse,all,3
2025-11-30,0.0468116706177041,1.1634769395056217,18,18,0,0,2024,2025-03-31,gap_top_5pct,sp500_mse_all_w3,S&P500,mse,all,3
2025-12-31,0.0126332284890497,1.1781754095241364,18,18,0,0,2024,2025-03-31,gap_top_5pct,sp500_mse_all_w3,S&P500,mse,all,3
2026-01-31,0.0730109130574157,1.264195071915288,18,18,0,0,2024,2025-03-31,gap_top_5pct,sp500_mse_all_w3,S&P500,mse,all,3
2026-02-28,0.0202520402773749,1.2897976014301755,18,18,0,0,2024,2025-03-31,gap_top_5pct,sp500_mse_all_w3,S&P500,mse,all,3
2026-03-31,-0.0867278582332371,1.17793621790377,18,18,0,0,2024,2025-03-31,gap_top_5pct,sp500_mse_all_w3,S&P500,mse,all,3
2017-04-30,0.0050852952803863,1.005085295280386,28,28,0,0,2016,2017-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2017-05-31,0.0219641104555123,1.0271610997231355,28,28,0,0,2016,2017-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2017-06-30,0.0006681210739223,1.0278473677001738,28,28,0,0,2016,2017-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2017-07-31,0.0369998114487468,1.065877526503171,28,28,0,0,2016,2017-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2017-08-31,-0.0073113944890992,1.058084475429841,28,28,0,0,2016,2017-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2017-09-30,0.0257549045977212,1.0853353401508663,28,28,0,0,2016,2017-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2017-10-31,0.0286377846640843,1.1164169399104278,28,28,0,0,2016,2017-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2017-11-30,0.0609052104003302,1.1844125485301653,28,28,0,0,2016,2017-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2017-12-31,0.0023180391634909,1.1871580632033885,28,28,0,0,2016,2017-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2018-01-31,0.0558635461391365,1.253476922441599,28,28,0,0,2016,2017-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2018-02-28,-0.0383047643517684,1.2054627843070935,28,28,0,0,2016,2017-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2018-03-31,0.0090633773734727,1.216388348430946,28,28,0,0,2016,2017-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2018-04-30,0.0030705884346367,1.0030705884346365,29,29,0,0,2017,2018-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2018-05-31,0.021505770063227,1.0246423938666973,29,29,0,0,2017,2018-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2018-06-30,0.0092006907831099,1.0340698116959304,29,29,0,0,2017,2018-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2018-07-31,0.0417550772377128,1.077247476552481,29,29,0,0,2017,2018-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2018-08-31,0.0352409077238418,1.1152106554694086,29,29,0,0,2017,2018-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2018-09-30,-0.0092842826229281,1.1048567245599297,29,29,0,0,2017,2018-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2018-10-31,-0.0591549707086049,1.0394989573813818,29,29,0,0,2017,2018-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2018-11-30,0.0311234794828658,1.0718517818539015,29,29,0,0,2017,2018-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2018-12-31,-0.1051716831240762,0.9591233258967868,29,29,0,0,2017,2018-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2019-01-31,0.1069975539189704,1.0617471756743704,29,29,0,0,2017,2018-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2019-02-28,0.0120310445962426,1.0745211032948434,29,29,0,0,2017,2018-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2019-03-31,0.027075208188553,1.103613985869545,29,29,0,0,2017,2018-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2019-04-30,0.034522980909853,1.0345229809098528,30,30,0,0,2018,2019-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2019-05-31,-0.0902576773778037,0.9411493394589676,30,30,0,0,2018,2019-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2019-06-30,0.079937566478432,1.016382527348101,30,30,0,0,2018,2019-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2019-07-31,0.0306321066041903,1.0475164652764646,30,30,0,0,2018,2019-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2019-08-31,-0.0265590017318902,1.019695473661003,30,30,0,0,2018,2019-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2019-09-30,0.0166702897082955,1.0366940926211698,30,30,0,0,2018,2019-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2019-10-31,0.0274405763420431,1.0651415760130862,30,30,0,0,2018,2019-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2019-11-30,0.0064725546895298,1.072035763115923,30,30,0,0,2018,2019-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2019-12-31,0.0414074978146807,1.1164260816344052,30,30,0,0,2018,2019-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2020-01-31,0.0092004273545578,1.126697678695216,30,30,0,0,2018,2019-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2020-02-29,-0.0731353003046978,1.0442963056112355,30,30,0,0,2018,2019-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2020-03-31,-0.1535028206936197,0.8839938770599846,30,30,0,0,2018,2019-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2020-04-30,0.1484180122556482,1.1484180122556482,32,32,0,0,2019,2020-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2020-05-31,0.0517159329483827,1.2078095211741764,32,32,0,0,2019,2020-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2020-06-30,0.0099401135587018,1.219815284971929,32,32,0,0,2019,2020-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2020-07-31,0.0542012305579662,1.2859307744708235,32,32,0,0,2019,2020-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2020-08-31,0.0535526845833271,1.3547958196320533,32,32,0,0,2019,2020-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2020-09-30,-0.0428637273972556,1.2967242209404035,32,32,0,0,2019,2020-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2020-10-31,0.0020058528519013,1.2993252589171065,32,32,0,0,2019,2020-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2020-11-30,0.1599963171395193,1.5072125151101958,32,32,0,0,2019,2020-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2020-12-31,0.0509883667037569,1.5840628195311264,32,32,0,0,2019,2020-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2021-01-31,0.0070349729812222,1.5952066586670866,32,32,0,0,2019,2020-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2021-02-28,0.0555657531371922,1.6838455180653873,32,32,0,0,2019,2020-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2021-03-31,0.0546359857418123,1.7758440777818223,32,32,0,0,2019,2020-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2021-04-30,0.0534103836064265,1.053410383606426,33,33,0,0,2020,2021-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2021-05-31,0.0297063735214462,1.0847033859332085,33,33,0,0,2020,2021-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2021-06-30,0.0028455634215884,1.0877899782114933,33,33,0,0,2020,2021-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2021-07-31,0.0172226610002119,1.1065246162456577,33,33,0,0,2020,2021-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2021-08-31,0.0116005354620416,1.1193608942960376,33,33,0,0,2020,2021-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2021-09-30,-0.0376801389991299,1.0771832202087726,33,33,0,0,2020,2021-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2021-10-31,0.0346717292879461,1.114531025213369,33,33,0,0,2020,2021-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2021-11-30,0.004400538706256,1.1194355621291436,33,33,0,0,2020,2021-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2021-12-31,0.072397778231982,1.2004802097011635,33,33,0,0,2020,2021-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2022-01-31,-0.0741172051457423,1.1115039717253383,33,33,0,0,2020,2021-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2022-02-28,0.0011600073627862,1.112793324516306,33,33,0,0,2020,2021-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2022-03-31,0.0248066073644062,1.1403979515953142,33,33,0,0,2020,2021-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2022-04-30,-0.0779372177245674,0.9220627822754328,35,35,0,0,2021,2022-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2022-05-31,0.001756890555983,0.923682745669636,35,35,0,0,2021,2022-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2022-06-30,-0.1100544865852602,0.8220273153273006,35,35,0,0,2021,2022-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2022-07-31,0.085911199024619,0.8926486676180576,35,35,0,0,2021,2022-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2022-08-31,-0.0574050253806124,0.8414061481974732,35,35,0,0,2021,2022-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2022-09-30,-0.106431416925583,0.751854099634919,35,35,0,0,2021,2022-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2022-10-31,0.1012808879111459,0.8280025504255788,35,35,0,0,2021,2022-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2022-11-30,0.081422892279084,0.8954209128956876,35,35,0,0,2021,2022-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2022-12-31,-0.0511977352891757,0.8495773900248621,35,35,0,0,2021,2022-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2023-01-31,0.1005325930929912,0.934987608077237,35,35,0,0,2021,2022-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2023-02-28,-0.0395195404937211,0.8980373274387011,35,35,0,0,2021,2022-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2023-03-31,0.0331164287227425,0.9277771165831872,35,35,0,0,2021,2022-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2023-04-30,0.0096952534056018,1.009695253405601,37,37,0,0,2022,2023-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2023-05-31,-0.0147533305320235,0.9947988855954928,37,37,0,0,2022,2023-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2023-06-30,0.0754932973191906,1.069899533638553,37,37,0,0,2022,2023-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2023-07-31,0.0361298627646569,1.1085548569608843,37,37,0,0,2022,2023-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2023-08-31,-0.0184693452259108,1.0880805746058135,37,37,0,0,2022,2023-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2023-09-30,-0.0578974512283325,1.0250834826050774,37,37,0,0,2022,2023-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2023-10-31,-0.0422771042646537,0.9817459213310082,37,37,0,0,2022,2023-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2023-11-30,0.1026196167900692,1.0824923115632097,37,37,0,0,2022,2023-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2023-12-31,0.077441240228987,1.1663218587090076,37,37,0,0,2022,2023-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2024-01-31,0.0091473930462822,1.1769906631690894,37,37,0,0,2022,2023-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2024-02-29,0.0501639954217192,1.23603321740771,37,37,0,0,2022,2023-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2024-03-31,0.0574751496827985,1.3070744115911292,37,37,0,0,2022,2023-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2024-04-30,-0.0609856702882646,0.9390143297117344,37,37,0,0,2023,2024-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2024-05-31,0.0262214672579199,0.9636366632129884,37,37,0,0,2023,2024-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2024-06-30,0.004007642845111,0.9674985747916006,37,37,0,0,2023,2024-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2024-07-31,0.0244716479163824,0.9911748592735024,37,37,0,0,2023,2024-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2024-08-31,0.011484444238857,1.002557951675786,37,37,0,0,2023,2024-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2024-09-30,0.0176270402322058,1.020230081025093,37,37,0,0,2023,2024-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2024-10-31,-0.0174018061570467,1.0024762349195062,37,37,0,0,2023,2024-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2024-11-30,0.054483439566473,1.0570945882815683,37,37,0,0,2023,2024-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2024-12-31,-0.031284737312873,1.02402366177232,37,37,0,0,2023,2024-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2025-01-31,0.026029375922451,1.0506783586180766,37,37,0,0,2023,2024-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2025-02-28,0.0094188879248575,1.0605745803229736,37,37,0,0,2023,2024-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2025-03-31,-0.0499412266999587,1.0076081847748504,37,37,0,0,2023,2024-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2025-04-30,-0.0152877647557717,0.9847122352442274,37,37,0,0,2024,2025-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2025-05-31,0.0291431979633325,1.0134098988528657,37,37,0,0,2024,2025-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2025-06-30,0.0377445999831125,1.0516606501039931,37,37,0,0,2024,2025-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2025-07-31,-0.0022350984338855,1.0493100850319668,37,37,0,0,2024,2025-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2025-08-31,0.054647543369108,1.1066523034113935,37,37,0,0,2024,2025-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2025-09-30,0.0247108982845962,1.1339986759174068,37,37,0,0,2024,2025-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2025-10-31,0.0095458400475587,1.1448236458918577,37,37,0,0,2024,2025-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2025-11-30,0.0374597816205908,1.1877084896610552,37,37,0,0,2024,2025-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2025-12-31,0.0117091694387976,1.201615569610395,37,37,0,0,2024,2025-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2026-01-31,0.0683323605380379,1.2837247979411324,37,37,0,0,2024,2025-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2026-02-28,0.0244399250513602,1.3150989357893863,37,37,0,0,2024,2025-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2026-03-31,-0.0737832076030602,1.2180667179914744,37,37,0,0,2024,2025-03-31,gap_top_10pct,sp500_mse_all_w3,S&P500,mse,all,3
2017-04-30,0.0077314303305788,1.00773143033058,56,56,0,0,2016,2017-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2017-05-31,0.0039597035535561,1.01172174805629,56,56,0,0,2016,2017-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2017-06-30,0.0075811500732729,1.019391762460699,56,56,0,0,2016,2017-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2017-07-31,0.0211386460076401,1.04094032407046,56,56,0,0,2016,2017-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2017-08-31,-0.0146343239174455,1.025706866189282,56,56,0,0,2016,2017-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2017-09-30,0.0276862006979841,1.0541047923438989,56,56,0,0,2016,2017-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2017-10-31,0.0188368257199098,1.0739607806078026,56,56,0,0,2016,2017-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2017-11-30,0.03971030159942,1.116608087111687,56,56,0,0,2016,2017-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2017-12-31,0.0068772545395903,1.124287285147719,56,56,0,0,2016,2017-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2018-01-31,0.0529541978520284,1.1838230164879513,56,56,0,0,2016,2017-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2018-02-28,-0.0482092263736443,1.1267518246997532,56,56,0,0,2016,2017-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2018-03-31,-0.0009267131545882,1.1257076489618476,56,56,0,0,2016,2017-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2018-04-30,0.0051514881640946,1.0051514881640953,58,58,0,0,2017,2018-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2018-05-31,0.0136703404432521,1.01889225120434,58,58,0,0,2017,2018-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2018-06-30,0.0178594531321749,1.03708910961146,58,58,0,0,2017,2018-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2018-07-31,0.047485976530714,1.086336298730729,58,58,0,0,2017,2018-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2018-08-31,0.0164358797380539,1.10419119149175,58,58,0,0,2017,2018-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2018-09-30,-0.0039020599480622,1.0998825712684268,58,58,0,0,2017,2018-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2018-10-31,-0.0655547750507479,1.0277800167266868,58,58,0,0,2017,2018-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2018-11-30,-0.0023814845183169,1.0253323745286167,58,57,0,1,2017,2018-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2018-12-31,-0.1161642122886237,0.906225446907476,58,57,0,0,2017,2018-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2019-01-31,0.0938123441908111,0.9912405804472316,58,57,0,0,2017,2018-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2019-02-28,0.0222001174526009,1.013246237756945,58,57,0,0,2017,2018-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2019-03-31,0.0151760337933801,1.0286232969021594,58,57,0,0,2017,2018-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2019-04-30,0.0444662075154913,1.044466207515492,61,61,0,0,2018,2019-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2019-05-31,-0.0988389441536461,0.9412322703604976,61,61,0,0,2018,2019-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2019-06-30,0.0820739305896187,1.0184829023867743,61,61,0,0,2018,2019-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2019-07-31,0.0168537490461377,1.0356481576313832,61,61,0,0,2018,2019-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2019-08-31,-0.0289827868953739,1.0056321877801662,61,61,0,0,2018,2019-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2019-09-30,0.0334323521847481,1.0392528372503516,61,61,0,0,2018,2019-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2019-10-31,0.0185278165871434,1.0585079232065944,61,61,0,0,2018,2019-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2019-11-30,0.0167058487379887,1.0761911964596464,61,61,0,0,2018,2019-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2019-12-31,0.0337882424924587,1.1125538055738742,61,61,0,0,2018,2019-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2020-01-31,-0.0104650057028565,1.1009109236538088,61,61,0,0,2018,2019-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2020-02-29,-0.0932804521007675,0.998217454972708,61,61,0,0,2018,2019-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2020-03-31,-0.1951299528767439,0.8034353300231402,61,61,0,0,2018,2019-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2020-04-30,0.1556869608646069,1.155686960864607,64,64,0,0,2019,2020-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2020-05-31,0.0495574594349252,1.212959870547127,64,64,0,0,2019,2020-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2020-06-30,0.0171297766075702,1.2337376021635464,64,64,0,0,2019,2020-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2020-07-31,0.0352377256927123,1.27721170936537,64,64,0,0,2019,2020-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2020-08-31,0.0789536998231543,1.3780522992772213,64,64,0,0,2019,2020-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2020-09-30,-0.037022474741895,1.32703339283422,64,64,0,0,2019,2020-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2020-10-31,-0.0041777576487465,1.3214893689271647,64,64,0,0,2019,2020-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2020-11-30,0.1948392110007191,1.5789673149147716,64,64,0,0,2019,2020-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2020-12-31,0.0499120568014572,1.657776821224442,64,64,0,0,2019,2020-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2021-01-31,0.0156921296674175,1.683790870062735,64,64,0,0,2019,2020-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2021-02-28,0.1051721890355088,1.860878841745237,64,64,0,0,2019,2020-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2021-03-31,0.0553023062462234,1.96378973333855,64,64,0,0,2019,2020-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2021-04-30,0.0454732515674962,1.0454732515674954,66,66,0,0,2020,2021-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2021-05-31,0.0274419791992694,1.0741631067904032,66,66,0,0,2020,2021-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2021-06-30,-0.0072341871147758,1.0663924098840925,66,66,0,0,2020,2021-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2021-07-31,0.0110672955130455,1.0781944898171485,66,66,0,0,2020,2021-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2021-08-31,0.0059634471470517,1.0846242456714157,66,66,0,0,2020,2021-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2021-09-30,-0.0276948314356942,1.0545857600164783,66,66,0,0,2020,2021-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2021-10-31,0.0445717749138825,1.1015905191393187,66,66,0,0,2020,2021-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2021-11-30,2.661044629093112e-06,1.1015934505208531,66,66,0,0,2020,2021-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2021-12-31,0.0733617820497529,1.1824083091453992,66,66,0,0,2020,2021-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2022-01-31,-0.0641556101493461,1.1065501826265194,66,66,0,0,2020,2021-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2022-02-28,-0.0008785564726659,1.1055780158012432,66,66,0,0,2020,2021-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2022-03-31,0.0231753133053136,1.131200132700904,66,66,0,0,2020,2021-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2022-04-30,-0.070494616729238,0.9295053832707612,71,71,0,0,2021,2022-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2022-05-31,0.0107801407309595,0.9395255821126044,71,71,0,0,2021,2022-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2022-06-30,-0.0994101650852263,0.846127188892997,71,71,0,0,2021,2022-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
2022-07-31,0.0863786644853235,0.9192145254542952,71,71,0,0,2021,2022-03-31,gap_top_20pct,sp500_mse_all_w3,S&P500,mse,all,3
