Ticker,CIK,FiscalYear,EndDate,filed_date,ValuationDate,Sector,Industry,m1,m2,m3,y,Close,MarketCap,PBR,AdjEquity,AdjOI,Revenue,OI,NetIncome,RD,SGA,Shares,SP500MemberYear,SP500AsOfDate
CPRI,1530721,2017,2017-04-01,2017-05-31,2017-07-31,Unknown,Unknown,0.20376904640339344,1.2088665587118421,1.1588281243293819,0.739269780926142,36.439998626708984,5678777537.427528,2.094405581065373,2711402981.718027,833997038.8553,4493700000.0,689900000.0,552500000.0,,1552500000.0,155839126.0,2017,2017-12-31
CPRI,1530721,2018,2018-03-31,2018-05-30,2018-06-30,Unknown,Unknown,0.1795084399608716,1.2147043332439609,1.1855728904546217,1.107748828160318,66.5999984741211,9982806904.68296,3.027535215222598,3297337997.751078,909935016.033051,4718600000.0,749100000.0,591900000.0,,1766800000.0,149891999.0,2018,2018-12-31
CPRI,1530721,2019,2019-03-30,2019-05-29,2019-06-30,Unknown,Unknown,0.13891527275320867,1.2724074295811487,1.2502636097972464,0.29204020514617907,34.68000030517578,5234573270.743004,1.3391568575541803,3908857458.493222,935219460.7421442,5238000000.0,735000000.0,543000000.0,,2075000000.0,150939251.0,2019,2019-12-31
CPRT,900075,2018,2018-07-31,2018-10-01,2018-10-31,Industrials,Diversified Support Services,0.24285014262282342,1.0178942311072243,1.2221224264197872,0.5081764761418436,12.227499961853027,2860210204.3018055,1.662257263784765,1720678421.2146814,594801404.476351,1805695000.0,584345000.0,417867000.0,,176890000.0,233916190.0,2018,2018-12-31
CPRT,900075,2019,2019-07-31,2019-09-30,2019-10-31,Industrials,Diversified Support Services,0.3071401488983652,1.0118620900926831,1.1080870301656645,0.9125754102330353,20.65999984741211,4798287939.60144,2.4907289290669596,1926459312.2138364,724973890.9991552,2041957000.0,716475000.0,591693000.0,,181867000.0,232250144.0,2019,2019-12-31
CPRT,900075,2020,2020-07-31,2020-09-28,2020-10-31,Industrials,Diversified Support Services,0.26449119008308675,1.0105931473625551,1.0687066733192663,0.9002714035282903,27.59000015258789,6510465308.8064575,2.4602707467147362,2646239369.1832705,824744056.9694339,2205583000.0,816099000.0,699907000.0,,191703000.0,235971920.0,2020,2020-12-31
CPRT,900075,2021,2021-07-31,2021-09-27,2021-10-31,Industrials,Diversified Support Services,0.2533666179587051,1.009046597111929,1.1064325293786974,0.9124221750827599,38.8224983215332,9204834500.912151,2.490347291086142,3696205157.3527913,1146706788.1695209,2692511000.0,1136426000.0,936495000.0,,206665000.0,237100519.0,2021,2021-12-31
CPRT,900075,2022,2022-07-31,2022-09-27,2022-10-31,Industrials,Diversified Support Services,0.22678634911177972,1.0103678975834702,1.160856293678207,0.35352161960210315,28.7549991607666,6845321818.99482,1.42407377452693,4806858985.42637,1389252828.0735788,3500921000.0,1374997000.0,1090130000.0,,231224000.0,238056756.0,2022,2022-12-31
CPRT,900075,2023,2023-07-31,2023-09-28,2023-10-31,Industrials,Diversified Support Services,0.20015181764468276,1.0102994242509415,1.1437693114008345,1.9076732126893452,43.52000045776367,41664117586.40263,6.737394063443224,6184010790.235668,1501879804.8092978,3869518000.0,1486569000.0,1237741000.0,,250422000.0,957355633.0,2023,2023-12-31
CPRT,900075,2024,2024-07-31,2024-09-30,2024-10-31,Industrials,Diversified Support Services,0.1757311012222378,1.022709807186173,1.3920140518139879,1.8550925307672321,51.470001220703125,49580402418.60791,6.392289706727467,7756282129.457897,1607723339.2222295,4236823000.0,1572023000.0,1363020000.0,,335229000.0,963287376.0,2024,2024-12-31
CPRT,900075,2025,2025-07-31,2025-09-26,2025-10-31,Industrials,Diversified Support Services,0.1640453878566255,1.0260675796150052,1.3760037974834842,1.4811862122211437,43.0099983215332,41622131394.97476,4.398159738650393,9463533356.736792,1740943227.2788937,4646958000.0,1696714000.0,1552449000.0,,402929000.0,967731528.0,2025,2025-12-31
CRH,849395,2025,2025-12-31,2026-02-18,2026-03-31,Materials,Construction Materials,0.12058946929784752,1.0372915441176471,1.0800625896466294,0.8140920430838059,105.12000274658205,70246527823.5657,2.257125369107452,31122120545.454544,5642866000.0,37447000000.0,5440000000.0,3753000000.0,,8283000000.0,668250818.0,2025,2025-12-31
CRL,1100682,2021,2021-12-25,2022-02-16,2022-03-31,Health Care,Life Sciences Tools & Services,0.1305398324658702,1.0862277842313177,1.1846827263111326,1.565827211862999,283.9700012207031,14336522828.218475,4.78663285813353,2995116453.0736065,640724493.2622535,3540160000.0,589862000.0,390982000.0,,619919000.0,50486047.0,2021,2021-12-31
CRL,1100682,2022,2022-12-31,2023-02-22,2023-03-31,Health Care,Life Sciences Tools & Services,0.13955084844281618,1.073169584831537,1.1578459926152496,1.0829182799052874,201.82000732421875,10289899432.569153,2.9532855014052686,3484221023.559316,698606570.4857098,3976060000.0,650975000.0,486226000.0,,665098000.0,50985527.0,2022,2022-12-31
CRL,1100682,2023,2023-12-30,2024-02-14,2024-03-31,Health Care,Life Sciences Tools & Services,0.11404980561252509,1.091922626288435,1.1639612549872882,1.2069518580819671,270.95001220703125,13913220808.328247,3.343278318487847,4161550275.784742,674001252.2254256,4129409000.0,617261000.0,474624000.0,,747855000.0,51349770.0,2023,2023-12-31
CRL,1100682,2024,2024-12-28,2025-02-19,2025-03-31,Health Care,Life Sciences Tools & Services,0.005461815739358341,1.1713696199687489,1.0630261586903458,0.6384929806262343,150.52000427246094,7697834904.140518,1.893624998352326,4065131644.775777,266307368.99103516,4049989000.0,227347000.0,22203000.0,,751003000.0,51141607.0,2024,2024-12-31
CRL,1100682,2025,2025-12-27,2026-02-18,2026-03-31,Health Care,Life Sciences Tools & Services,-0.038063988287426874,1.942868103648102,0.9915188763712106,0.8062113365405716,172.5,8491795500.0,2.239407532674862,3791983091.9997706,48886447.22399354,4015382000.0,25162000.0,-144338000.0,,743073000.0,49227800.0,2025,2025-12-31
CRM,1108524,2013,2014-01-31,2014-03-05,2014-04-30,Information Technology,Application Software,-0.040002678274562414,0.8867385921125304,1.6337250807222539,1.6918128353584008,51.650001525878906,31511665930.93872,5.429314241976229,5803986383.272727,253672856.0,4071003000.0,-286074000.0,-232175000.0,623798000.0,2168132000.0,610100000.0,2013,2013-12-31
CRM,1108524,2015,2015-01-31,2015-03-06,2015-04-30,Information Technology,Application Software,-0.035269138620155176,3.8576805636085236,1.480897420404471,1.850171678946505,72.81999969482422,47376691801.45264,6.360911463446379,7448097976.7927265,561805593.5200001,5373586000.0,-145633000.0,-262688000.0,792917000.0,2757096000.0,650600000.0,2015,2015-12-31
CRM,1108524,2016,2016-01-31,2016-03-07,2016-04-30,Information Technology,Application Software,-0.005128261004948593,5.0,1.3255420668204088,1.704559163295775,75.80000305175781,50854222047.42432,5.498960988968142,9247969234.451126,887108257.6584,6667216000.0,114923000.0,-47426000.0,946300000.0,3239824000.0,670900000.0,2016,2016-12-31
CRM,1108524,2017,2017-01-31,2017-03-06,2017-04-30,Information Technology,Application Software,0.014113270276353873,5.0,1.3472796628204617,1.565929250334884,86.12000274658203,60929901943.20679,4.787121303755547,12727879257.082254,1046880022.6311281,8391984000.0,64228000.0,179632000.0,1208127000.0,3918027000.0,707500000.0,2017,2017-12-31
CRM,1108524,2018,2018-01-31,2018-03-09,2018-04-30,Information Technology,Application Software,0.008021040618354005,5.0,1.3956356182877967,1.7171741870578063,120.98999786376952,88504183437.3474,5.568769907319045,15892950312.24511,1512470055.1628559,10480012000.0,235768000.0,127478000.0,1553073000.0,4829291000.0,731500000.0,2018,2018-12-31
CRM,1108524,2019,2019-01-31,2019-03-08,2019-04-30,Information Technology,Application Software,0.046898400897464054,3.9135141625403995,1.3760178129167637,1.683865855483371,165.35000610351562,127484854705.81055,5.386338580493748,23668184389.204224,2093730076.9591138,13282000000.0,535000000.0,1110000000.0,1886000000.0,6064000000.0,771000000.0,2019,2019-12-31
CRM,1108524,2020,2021-01-31,2021-03-17,2021-04-30,Information Technology,Application Software,0.07626106024188481,5.0,1.938315658202745,1.3794473344679499,230.32000732421875,212124726745.60547,3.972705443305494,53395533540.76683,4294349151.5626063,21252000000.0,455000000.0,4072000000.0,3598000000.0,9674000000.0,921000000.0,2020,2020-12-31
CRM,1108524,2021,2021-01-31,2021-03-17,2021-04-30,Information Technology,Application Software,0.07275599377329368,5.0,1.2738746153996903,1.3323961684411005,230.32000732421875,212124726745.60547,3.7901142677467816,55967897472.313774,3027363931.5469465,21252000000.0,455000000.0,4072000000.0,3598000000.0,9674000000.0,921000000.0,2021,2021-12-31
CRM,1108524,2022,2022-01-31,2022-03-11,2022-04-30,Information Technology,Application Software,0.01903740316011116,5.0,1.2340389526476108,0.83132601780643,175.94000244140625,174180602416.9922,2.296361738838859,75850681306.45023,3792783834.1364546,26492000000.0,548000000.0,1444000000.0,4465000000.0,11855000000.0,990000000.0,2022,2022-12-31
CRM,1108524,2023,2023-01-31,2023-03-08,2023-04-30,Information Technology,Application Software,0.002621496716259577,4.170199193079054,1.2550596693224623,0.9163412898348017,198.3699951171875,198369995117.1875,2.5001263980968047,79343986475.32166,4295305168.871426,31352000000.0,1030000000.0,208000000.0,5055000000.0,13526000000.0,1000000000.0,2023,2023-12-31
CRM,1108524,2024,2024-01-31,2024-03-06,2024-04-30,Information Technology,Application Software,0.05014850496510651,1.3680012897912306,1.0235725999894947,1.1515333945001371,268.94000244140625,260871802368.16406,3.1630393801538106,82475040938.4655,6855054463.143856,34857000000.0,5011000000.0,4136000000.0,4906000000.0,12877000000.0,970000000.0,2024,2024-12-31
CRM,1108524,2025,2026-01-31,2026-03-02,2026-04-30,Information Technology,Application Software,0.08800485928287276,1.331642838831639,1.1516114059467955,0.6538483467403631,176.52999877929688,162937188873.29102,1.9229266968943055,84733957428.77188,11093916490.306385,41525000000.0,8331000000.0,7457000000.0,5993000000.0,14345000000.0,923000000.0,2025,2025-12-31
CRWD,1535527,2024,2025-01-31,2025-03-10,2025-04-30,Information Technology,Systems Software,-0.003117502342964803,5.0,1.5413420781785747,2.8320666086536637,428.8699951171875,104965931304.93164,16.980516671402988,6181551088.001081,739613225.3129001,3953624000.0,-120430000.0,-19271000.0,1076901000.0,1523356000.0,244750000.0,2024,2024-12-31
CSCO,858877,2013,2013-07-27,2013-09-10,2013-10-31,Information Technology,Communications Equipment,0.13514897490592337,1.5248423544122902,3.0160508419411753,0.4931702548943677,22.559999465942383,120956562361.74345,1.6374992899262766,73866635000.0,17072135000.0,48607000000.0,11196000000.0,9983000000.0,5942000000.0,9538000000.0,5361549877.0,2013,2013-12-31
CSCO,858877,2014,2014-07-26,2014-09-09,2014-10-31,Information Technology,Communications Equipment,0.10376702793490647,1.4578395345104334,1.5635648642872408,0.5000295024873985,24.469999313354492,124777498044.08505,1.6487699127961686,75679145450.0,13623510450.0,47142000000.0,9345000000.0,7853000000.0,6294000000.0,9503000000.0,5099203169.0,2014,2014-12-31
CSCO,858877,2015,2015-07-25,2015-09-08,2015-10-31,Information Technology,Communications Equipment,0.11006377326566259,1.2669454040389971,1.0199628934216611,0.5819254890127767,28.850000381469727,146018313376.08017,1.7894807411267515,81598147451.5,13645002001.5,49161000000.0,10770000000.0,8981000000.0,6207000000.0,9821000000.0,5061293291.0,2015,2015-12-31
CSCO,858877,2016,2016-07-30,2016-09-08,2016-10-31,Information Technology,Communications Equipment,0.12281452306358041,1.154395840521722,1.003563192007957,0.5649535735511454,30.68000030517578,153840377126.69934,1.759366099705459,87440798792.505,14614651341.005001,49247000000.0,12660000000.0,10739000000.0,6296000000.0,9619000000.0,5014353833.0,2016,2016-12-31
CSCO,858877,2017,2017-07-29,2017-09-07,2017-10-31,Information Technology,Communications Equipment,0.10567014495987873,1.0786867450491398,0.9614616853013362,0.6204122146448017,34.150001525878906,169109299867.735,1.8596944771659023,90933915190.97835,12915116398.47335,48005000000.0,11973000000.0,9609000000.0,6059000000.0,9184000000.0,4951955851.0,2017,2017-12-31
CSCO,858877,2018,2018-07-28,2018-09-06,2018-10-31,Information Technology,Communications Equipment,0.001595994733913566,1.0748735061318666,1.0118526997816168,1.110013721179423,45.75,209138536722.0,3.0344000296972813,68922533177.95549,13230617986.977146,49330000000.0,12309000000.0,110000000.0,6332000000.0,9242000000.0,4571334136.0,2018,2018-12-31
CSCO,858877,2019,2019-07-27,2019-09-05,2019-10-31,Information Technology,Communications Equipment,0.19287737199520275,1.0675985689060192,1.0545683862758668,1.208235890623704,47.5099983215332,201693731701.7213,3.3475739539225127,60250717229.23018,15180184051.274689,51904000000.0,14219000000.0,11621000000.0,6577000000.0,9571000000.0,4245290230.0,2019,2019-12-31
CSCO,858877,2020,2020-07-25,2020-09-03,2020-10-31,Information Technology,Communications Equipment,0.17280725035469416,1.021541359350517,0.9807307752426845,0.8510073031363589,35.900001525878906,151979974621.99435,2.342004772909135,64893110543.58421,13913393314.354042,49301000000.0,13620000000.0,11214000000.0,6347000000.0,9169000000.0,4233425297.0,2020,2020-12-31
CSCO,858877,2021,2021-07-31,2021-09-09,2021-10-31,Information Technology,Communications Equipment,0.1542221033328971,1.0331624343970396,1.005791006146878,1.2347482562179029,55.970001220703125,236066684423.0934,3.437513039236401,68673684064.20142,13258573520.617208,49818000000.0,12833000000.0,10591000000.0,6549000000.0,9259000000.0,4217735917.0,2021,2021-12-31
CSCO,858877,2022,2022-07-30,2022-09-08,2022-10-31,Information Technology,Communications Equipment,0.1746572033510985,1.0327821790259524,1.0311869043225288,1.0152684229054594,45.43000030517578,186664791760.72974,2.760104173132766,67629618323.01495,14426934258.81353,51557000000.0,13969000000.0,11812000000.0,6774000000.0,9085000000.0,4108844167.0,2022,2022-12-31
CSCO,858877,2023,2023-07-29,2023-09-07,2023-10-31,Information Technology,Communications Equipment,0.17153091543308818,1.0879725868807841,1.1170602670746088,1.0559364424009428,52.130001068115234,211379740558.84537,2.8746658528555797,73531934276.42001,16353315953.405066,56998000000.0,15031000000.0,12613000000.0,7551000000.0,9880000000.0,4054857783.0,2023,2023-12-31
CSCO,858877,2024,2024-07-27,2024-09-05,2024-10-31,Information Technology,Communications Equipment,0.13561266694739446,1.1201175345851238,1.1084163981113693,1.0550817261716543,54.77000045776367,218572546494.19342,2.8722098790272232,76099085965.20142,13644151688.781393,53803000000.0,12181000000.0,10320000000.0,7983000000.0,10364000000.0,3990734794.0,2024,2024-12-31
CSCO,858877,2025,2025-07-26,2025-09-03,2025-10-31,Information Technology,Communications Equipment,0.12730888418347686,1.2107067713846542,1.165333777629679,1.2849257737728057,73.11000061035156,289018231646.6699,3.614399664009743,79962997596.68494,14237911631.483534,56654000000.0,11760000000.0,10180000000.0,9300000000.0,10966000000.0,3953196953.0,2025,2025-12-31
CSGP,1057352,2022,2022-12-31,2023-02-22,2023-03-31,Real Estate,Real Estate Services,0.05018788866036227,1.142801145443095,1.1819500166265757,1.3361790179681845,68.8499984741211,28006281253.664528,3.8044788521130064,7361397537.565454,515345033.7364183,2182399000.0,450949000.0,369453000.0,,684222000.0,406772431.0,2022,2022-12-31
CSGP,1057352,2023,2023-12-31,2024-02-22,2024-03-31,Real Estate,Real Estate Services,0.047044937122056804,1.4776788615069083,1.5156607302394909,1.6000709037923788,96.5999984741211,39452339785.41683,4.9533836256283825,7964725280.168854,417148742.60340023,2455000000.0,282300000.0,374700000.0,,989900000.0,408409321.0,2023,2023-12-31
CSGP,1057352,2024,2024-12-31,2025-02-20,2025-03-31,Real Estate,Real Estate Services,0.016546783139633054,5.0,1.6298692687868626,1.354941640378012,79.2300033569336,32494253457.064438,3.8765347169309075,8382293937.713132,207368657.54427817,2736200000.0,4700000.0,138700000.0,,1364300000.0,410125610.0,2024,2024-12-31
CSGP,1057352,2025,2025-12-31,2026-02-26,2026-03-31,Real Estate,Real Estate Services,0.0007480796843980721,1.701361118814811,1.3252909693314077,0.5931947811938885,40.34000015258789,16934461826.395374,1.8097609797915788,9357291938.2678,122498000.5546664,3247000000.0,-72000000.0,7000000.0,,1560000000.0,419793301.0,2025,2025-12-31
CTAS,723254,2013,2013-05-31,2013-07-30,2013-08-31,Industrials,Diversified Support Services,0.09599341998215663,1.0228232235395278,1.0320056589630162,-0.8109124916658653,11.9399995803833,1460505620.1923141,0.4444523220922419,3286079400.6363635,578110937.0,4316471000.0,565211000.0,315442000.0,,1221856000.0,122320408.0,2013,2013-12-31
CTAS,723254,2014,2014-05-31,2014-07-30,2014-08-31,Industrials,Diversified Support Services,0.11311226616344854,1.0580444044902206,1.076282294099107,-0.5422678095480667,16.53499984741211,1924734963.3182068,0.5814281877165072,3310357158.4263635,599921757.79,4551812000.0,567010000.0,374442000.0,,1302752000.0,116403688.0,2014,2014-12-31
CTAS,723254,2015,2015-05-31,2015-07-30,2015-08-31,Industrials,Diversified Support Services,0.14124835858766085,0.9981394180691752,0.9703922351509621,-0.26381773194713415,21.247499465942383,2341715791.493284,0.7681135294558784,3048658436.1456633,695111277.7193,4476886000.0,696407000.0,430618000.0,,1224930000.0,110211359.0,2015,2015-12-31
CTAS,723254,2016,2016-05-31,2016-07-29,2016-08-31,Industrials,Diversified Support Services,0.23156298419566845,1.0461650890976772,1.0666863948866985,0.02192965967450553,29.377500534057617,3061355622.5053043,1.0221718820387538,2994951902.2175946,817837466.071931,4905458000.0,781748000.0,693520000.0,,1348122000.0,104207491.0,2016,2016-12-31
CTAS,723254,2017,2017-05-31,2017-07-31,2017-08-31,Industrials,Diversified Support Services,0.13606060462188427,1.1007603064636835,1.1872126952739392,0.007242413886914669,33.752498626708984,3558723888.618374,1.0072687035950287,3533043244.4857883,851648342.2681937,5323381000.0,773691000.0,480708000.0,,1527380000.0,105435865.0,2017,2017-12-31
CTAS,723254,2018,2018-05-31,2018-07-27,2018-08-31,Industrials,Diversified Support Services,0.19081028002729336,1.1779837522342744,1.3331877355675634,0.2498525872332231,53.342498779296875,5669203803.912018,1.2838361488990426,4415831263.805478,1118889019.3196898,6476632000.0,949834000.0,842586000.0,,1916792000.0,106279307.0,2018,2018-12-31
CTAS,723254,2019,2019-05-31,2019-07-26,2019-08-31,Industrials,Diversified Support Services,0.19516837731107428,1.1168226651729831,1.1501423273866693,0.3991743792342965,65.94999694824219,6759019909.284378,1.4905935245030986,4534448726.74967,1265956462.9441922,6892303000.0,1133534000.0,884981000.0,,1980644000.0,102487039.0,2019,2019-12-31
CTAS,723254,2020,2020-05-31,2020-07-29,2020-08-31,Industrials,Diversified Support Services,0.17941374899677143,1.0996352014392488,1.0627766562427197,0.5686616064444882,83.30999755859375,8622502437.036865,1.765901997247356,4882775176.922279,1278541450.1726089,7085120000.0,1162696000.0,876037000.0,,2071052000.0,103499012.0,2020,2020-12-31
CTAS,723254,2021,2021-05-31,2021-07-28,2021-08-31,Industrials,Diversified Support Services,0.20686611470177083,1.0252968271311909,0.9522723323763678,0.6402793033053454,98.94249725341795,10187836355.604513,1.8970106466625087,5370468728.537927,1420540551.6156478,7116340000.0,1385492000.0,1110968000.0,,1929159000.0,102967245.0,2021,2021-12-31
CTAS,723254,2022,2022-05-31,2022-07-27,2022-08-31,Industrials,Diversified Support Services,0.24475207785068678,1.0366629264648344,1.0223840692403476,0.7121581156178015,101.70999908447266,10291840134.41954,2.038385586977273,5049015358.120411,1645567629.5824842,7854459000.0,1587370000.0,1235757000.0,,2044876000.0,101188086.0,2022,2022-12-31
CTAS,723254,2023,2023-05-31,2023-07-27,2023-08-31,Industrials,Diversified Support Services,0.23478170515415858,1.0758548524962301,1.1930966888817034,0.8035712694672196,126.0425033569336,12823761422.009674,2.2335031440045316,5741546169.940675,1939404811.8202643,8815769000.0,1802664000.0,1348010000.0,,2370704000.0,101741564.0,2023,2023-12-31
CTAS,723254,2024,2024-05-31,2024-07-25,2024-08-31,Industrials,Diversified Support Services,0.2471183965385632,1.0801205646045369,1.1857028974676034,1.1597949350626644,201.27999877929688,20282770308.67105,3.1892791997151733,6359672213.860252,2234373043.919577,9596615000.0,2068633000.0,1571592000.0,,2617783000.0,100768931.0,2024,2024-12-31
CTAS,723254,2025,2025-05-31,2025-07-28,2025-08-31,Industrials,Diversified Support Services,0.26273229354553257,1.0720602008140423,1.1283733925737403,2.507170945780055,210.02999877929688,84637453305.86359,12.27016794134158,6897823543.286369,2529768329.426117,10340181000.0,2359726000.0,1812281000.0,,2814438000.0,402977926.0,2025,2025-12-31
CTRA,858470,2013,2013-12-31,2014-02-28,2014-03-31,Unknown,Unknown,0.12147847280688498,0.99698639732597,0.9261020070294724,1.8263998483699069,33.880001068115234,14305460820.200005,6.21148407186049,2303066490.181818,548821072.0,1746278000.0,550480000.0,279773000.0,,104606000.0,422239090.0,2013,2013-12-31
CTRA,858470,2014,2014-12-31,2015-02-27,2015-03-31,Unknown,Unknown,0.04677361940905573,0.9273324001280773,0.7313865704354756,1.6979504026508199,29.530000686645508,12200926005.071688,5.462739493426445,2233481208.4218183,98469718.24000001,2173011000.0,106186000.0,104468000.0,,82590000.0,413170529.0,2014,2014-12-31
CTRA,858470,2015,2015-12-31,2016-02-22,2016-03-31,Unknown,Unknown,-0.05447186455065758,-1.1008577585622275,0.7419389303190239,1.5035038864751078,22.709999084472656,9403306808.336563,4.497419943559943,2090822499.6426182,-99475708.77919999,1357150000.0,-90362000.0,-113891000.0,,69444000.0,414060202.0,2015,2015-12-31
CTRA,858470,2016,2016-12-31,2017-02-27,2017-03-31,Unknown,Unknown,-0.15749236650564757,-1.0013534188833968,1.1476643382401306,1.4561414704465243,23.90999984741211,11360563542.669605,4.289376869163173,2648534714.7605543,-567320784.882064,1155677000.0,-566554000.0,-417124000.0,,87242000.0,475138587.0,2016,2016-12-31
CTRA,858470,2017,2017-12-31,2018-03-01,2018-03-31,Unknown,Unknown,0.03850277918084688,-0.9824841059829623,1.248177884431283,1.4440370321642004,23.979999542236328,11049653728.3488,4.237769341761232,2607422168.889571,-148610545.8709829,1764219000.0,-151260000.0,100393000.0,,97786000.0,460786236.0,2017,2017-12-31
CTRA,858470,2018,2018-12-31,2019-02-26,2019-03-31,Unknown,Unknown,0.2563347290875328,1.0018549266798584,1.0446094645134791,1.6262617453158583,26.100000381469727,11049885386.50179,5.084830752737623,2173107803.1560125,773232634.2664415,2143716000.0,771801000.0,557043000.0,,96641000.0,423367250.0,2018,2018-12-31
CTRA,858470,2019,2019-12-31,2020-02-25,2020-03-31,Unknown,Unknown,0.30447541375635884,1.0004477059466552,0.9758932658529936,1.1193947873395131,17.190000534057617,6851513229.762287,3.062999875914427,2236863698.1145287,956177894.9585158,1985469000.0,955750000.0,681070000.0,,94870000.0,398575510.0,2019,2019-12-31
CTRA,858470,2020,2020-12-31,2021-02-26,2021-03-31,Unknown,Unknown,0.0870152648121158,1.011652349504547,1.1006260736981166,1.1801747814689498,18.780000686645508,7501103141.699776,3.2549430569044864,2304526687.736734,298918989.62220556,1405220000.0,295476000.0,200529000.0,,105391000.0,399419748.0,2020,2020-12-31
CTRA,858470,2021,2021-12-31,2022-03-01,2022-03-31,Unknown,Unknown,0.09748698101765817,1.0330495543777989,2.696481092174712,0.6139019762436567,26.969999313354492,21947051298.79676,1.8476267472878842,11878509190.783611,1615689503.0468776,3670000000.0,1564000000.0,1158000000.0,,270000000.0,813757948.0,2021,2021-12-31
CTRA,858470,2022,2022-12-31,2023-02-27,2023-03-31,Unknown,Unknown,0.3158031838522532,1.0139051578117506,2.109800181677238,0.3816261592918926,24.540000915527344,18853074379.30204,1.4646644315834998,12871941157.82502,5281431967.041409,9514000000.0,5209000000.0,4065000000.0,,396000000.0,768258911.0,2022,2022-12-31
CTRA,858470,2023,2023-12-31,2024-02-23,2024-03-31,Unknown,Unknown,0.12246616952868151,1.0079059507510415,0.8738738738738738,0.4572594271631184,27.8799991607666,20961505773.184525,1.5797386582124628,13268970575.742764,2171029417.917743,5684000000.0,2154000000.0,1625000000.0,,291000000.0,751847432.0,2023,2023-12-31
CTRA,858470,2024,2024-12-31,2025-02-25,2025-03-31,Unknown,Unknown,0.08386525120940289,1.010590143992,0.8791848617176128,0.5020872762474071,28.899999618530273,22083977393.799347,1.65216620145741,13366680285.747652,1403709710.004888,5461000000.0,1389000000.0,1121000000.0,,302000000.0,764151477.0,2024,2024-12-31
CTRA,858470,2025,2025-12-31,2026-02-27,2026-03-31,Unknown,Unknown,0.11371737687035303,1.0065887054254792,1.0893760539629005,0.5693281666233145,35.13999938964844,26680842741.676712,1.7670794695829202,15098835791.450926,2468155505.703275,7294000000.0,2452000000.0,1717000000.0,,323000000.0,759272715.0,2025,2025-12-31
CTSH,1058290,2013,2013-12-31,2014-02-25,2014-03-31,Information Technology,IT Consulting & Other Services,0.1636058566046486,1.0578184056355824,1.197105232249747,0.7161236481355798,50.599998474121094,15367826078.772285,2.0464849197761947,7509376653.727272,1774924081.0,8843189000.0,1677910000.0,1228578000.0,,1727609000.0,303711987.0,2013,2013-12-31
CTSH,1058290,2014,2014-12-31,2015-02-27,2015-03-31,Information Technology,IT Consulting & Other Services,0.15523349336996337,1.0837311668288345,1.240099170384034,1.4115210683896147,62.38999938964844,38033977742.16957,4.102190373066578,9271626687.997272,2042701034.27,10262681000.0,1884878000.0,1439267000.0,,2037021000.0,609616575.0,2014,2014-12-31
CTSH,1058290,2015,2015-12-31,2016-02-25,2016-03-31,Information Technology,IT Consulting & Other Services,0.14684277425130615,1.115413227339356,1.3327206126498488,1.2395834721697037,62.70000076293945,38191852428.92202,3.454174405308817,11056723820.958172,2389215132.9609003,12416000000.0,2142000000.0,1623600000.0,,2508600000.0,609120446.0,2015,2015-12-31
CTSH,1058290,2016,2016-12-31,2017-03-01,2017-03-31,Information Technology,IT Consulting & Other Services,0.12190930896271704,1.101509016637747,1.2015959975545696,1.0451129610582006,59.52000045776367,36226083029.97197,2.843719735099738,12738977960.041975,2521354139.083803,13487000000.0,2289000000.0,1553000000.0,,2731000000.0,608637143.0,2016,2016-12-31
CTSH,1058290,2017,2017-12-31,2018-02-27,2018-03-31,Information Technology,IT Consulting & Other Services,0.11706962978644289,1.0673427139001,1.0569509122833805,1.3042015302012524,80.5,47338132306.5,3.6847457605742067,12847055233.228123,2648077273.186148,14810000000.0,2481000000.0,1504000000.0,,2769000000.0,588051333.0,2017,2017-12-31
CTSH,1058290,2018,2018-12-31,2019-02-19,2019-03-31,Information Technology,IT Consulting & Other Services,0.1523446611278196,1.0674908150784432,1.1003636363636364,1.1056607862366774,72.44999694824219,41665940718.686295,3.0212201900809537,13791097006.262842,2990041773.0347195,16125000000.0,2801000000.0,2101000000.0,,3026000000.0,575099275.0,2018,2018-12-31
CTSH,1058290,2019,2019-12-31,2020-02-14,2020-03-31,Information Technology,IT Consulting & Other Services,0.13644894226453652,1.0450297545590141,1.0257118205349438,0.6358321827144017,46.470001220703125,25495166985.54303,1.8885931422557432,13499554994.196104,2563457987.933262,16783000000.0,2453000000.0,1842000000.0,,2972000000.0,548637106.0,2019,2019-12-31
CTSH,1058290,2020,2020-12-31,2021-02-12,2021-03-31,Information Technology,IT Consulting & Other Services,0.10367972261169281,1.0531725884178267,1.033677892630877,1.127335891272388,78.12000274658203,41451587292.33559,3.0874203105486524,13425961846.11139,2226406851.9152856,16652000000.0,2114000000.0,1392000000.0,,3100000000.0,530614258.0,2020,2020-12-31
CTSH,1058290,2021,2021-12-31,2022-02-16,2022-03-31,Information Technology,IT Consulting & Other Services,0.14461492683367705,1.0694312069296679,1.1538208168642952,1.1578090710080973,89.66999816894531,47035037066.308044,3.1829520093418,14777174436.89463,3022212590.7832413,18507000000.0,2826000000.0,2137000000.0,,3503000000.0,524534828.0,2021,2021-12-31
